identity,source_path,aligned_path,split,group_id,confidence,success,error
Ryan,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Ryan\aug_vid0_frame00070_fog_0389.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Ryan\vid0_frame00070_aug_vid0_frame00070_fog_0389.jpg,enrollment,vid0_frame00070,,false,No face detected.
Ryan,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Ryan\aug_vid0_frame00018_photometric_0048.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Ryan\vid0_frame00018_aug_vid0_frame00018_photometric_0048.jpg,enrollment,vid0_frame00018,,false,No face detected.
Ryan,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Ryan\aug_vid0_frame00126_snow_0061.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Ryan\vid0_frame00126_aug_vid0_frame00126_snow_0061.jpg,enrollment,vid0_frame00126,,false,No face detected.
Ryan,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Ryan\aug_vid0_frame00126_snow_0091.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Ryan\vid0_frame00126_aug_vid0_frame00126_snow_0091.jpg,enrollment,vid0_frame00126,,false,No face detected.
Ryan,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Ryan\aug_vid0_frame00066_fog_0108.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\validation\Ryan\vid0_frame00066_aug_vid0_frame00066_fog_0108.jpg,validation,vid0_frame00066,,false,No face detected.
Ryan,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Ryan\aug_vid0_frame00066_fog_0205.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\validation\Ryan\vid0_frame00066_aug_vid0_frame00066_fog_0205.jpg,validation,vid0_frame00066,,false,No face detected.
Ryan,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Ryan\aug_vid0_frame00066_rain_0001.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\validation\Ryan\vid0_frame00066_aug_vid0_frame00066_rain_0001.jpg,validation,vid0_frame00066,,false,No face detected.
Ryan,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Ryan\aug_vid0_frame00212_photometric_0011.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\validation\Ryan\vid0_frame00212_aug_vid0_frame00212_photometric_0011.jpg,validation,vid0_frame00212,,false,No face detected.
Ryan,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Ryan\aug_vid0_frame00182_photometric_0289.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\test\Ryan\vid0_frame00182_aug_vid0_frame00182_photometric_0289.jpg,test,vid0_frame00182,,false,No face detected.
Ryan,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Ryan\aug_vid0_frame00060_rain_0225.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\test\Ryan\vid0_frame00060_aug_vid0_frame00060_rain_0225.jpg,test,vid0_frame00060,,false,No face detected.
Ryan,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Ryan\aug_vid0_frame00188_photometric_0064.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\test\Ryan\vid0_frame00188_aug_vid0_frame00188_photometric_0064.jpg,test,vid0_frame00188,,false,No face detected.
Sasi,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Sasi\raw_vid0_frame00238.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Sasi\vid0_frame00238_raw_vid0_frame00238.jpg,enrollment,vid0_frame00238,,false,No face detected.
Sasi,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Sasi\aug_vid0_frame00088_photometric_0446.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Sasi\vid0_frame00088_aug_vid0_frame00088_photometric_0446.jpg,enrollment,vid0_frame00088,,false,No face detected.
Sasi,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Sasi\aug_vid0_frame00046_fog_0253.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Sasi\vid0_frame00046_aug_vid0_frame00046_fog_0253.jpg,enrollment,vid0_frame00046,,false,No face detected.
Sasi,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Sasi\aug_vid0_frame00308_rain_0232.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Sasi\vid0_frame00308_aug_vid0_frame00308_rain_0232.jpg,enrollment,vid0_frame00308,,false,No face detected.
Sasi,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Sasi\aug_vid0_frame00298_combined_0259.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Sasi\vid0_frame00298_aug_vid0_frame00298_combined_0259.jpg,enrollment,vid0_frame00298,,false,No face detected.
Sasi,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Sasi\aug_vid0_frame00152_fog_0264.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Sasi\vid0_frame00152_aug_vid0_frame00152_fog_0264.jpg,enrollment,vid0_frame00152,,false,No face detected.
Sasi,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Sasi\aug_vid0_frame00318_fog_0265.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Sasi\vid0_frame00318_aug_vid0_frame00318_fog_0265.jpg,enrollment,vid0_frame00318,,false,No face detected.
Sasi,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Sasi\aug_vid0_frame00318_photometric_0244.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Sasi\vid0_frame00318_aug_vid0_frame00318_photometric_0244.jpg,enrollment,vid0_frame00318,,false,No face detected.
Sasi,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Sasi\aug_vid0_frame00220_photometric_0399.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Sasi\vid0_frame00220_aug_vid0_frame00220_photometric_0399.jpg,enrollment,vid0_frame00220,,false,No face detected.
Sasi,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Sasi\aug_vid0_frame00086_photometric_0067.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Sasi\vid0_frame00086_aug_vid0_frame00086_photometric_0067.jpg,enrollment,vid0_frame00086,,false,No face detected.
Sasi,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Sasi\aug_vid0_frame00132_photometric_0243.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Sasi\vid0_frame00132_aug_vid0_frame00132_photometric_0243.jpg,enrollment,vid0_frame00132,,false,No face detected.
Sasi,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Sasi\aug_vid0_frame00294_occlusion_0286.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Sasi\vid0_frame00294_aug_vid0_frame00294_occlusion_0286.jpg,enrollment,vid0_frame00294,,false,No face detected.
Sasi,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Sasi\aug_vid0_frame00310_photometric_0127.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Sasi\vid0_frame00310_aug_vid0_frame00310_photometric_0127.jpg,enrollment,vid0_frame00310,,false,No face detected.
Sasi,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Sasi\aug_vid0_frame00240_fog_0373.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Sasi\vid0_frame00240_aug_vid0_frame00240_fog_0373.jpg,enrollment,vid0_frame00240,,false,No face detected.
Sasi,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Sasi\aug_vid0_frame00240_fog_0387.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Sasi\vid0_frame00240_aug_vid0_frame00240_fog_0387.jpg,enrollment,vid0_frame00240,,false,No face detected.
Sasi,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Sasi\aug_vid0_frame00240_geometric_0026.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Sasi\vid0_frame00240_aug_vid0_frame00240_geometric_0026.jpg,enrollment,vid0_frame00240,,false,No face detected.
Sasi,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Sasi\aug_vid0_frame00240_photometric_0121.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Sasi\vid0_frame00240_aug_vid0_frame00240_photometric_0121.jpg,enrollment,vid0_frame00240,,false,No face detected.
Sasi,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Sasi\aug_vid0_frame00240_photometric_0133.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Sasi\vid0_frame00240_aug_vid0_frame00240_photometric_0133.jpg,enrollment,vid0_frame00240,,false,No face detected.
Sasi,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Sasi\raw_vid0_frame00240.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Sasi\vid0_frame00240_raw_vid0_frame00240.jpg,enrollment,vid0_frame00240,,false,No face detected.
Sasi,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Sasi\aug_vid0_frame00230_geometric_0176.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Sasi\vid0_frame00230_aug_vid0_frame00230_geometric_0176.jpg,enrollment,vid0_frame00230,,false,No face detected.
Sasi,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Sasi\aug_vid0_frame00230_rain_0119.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Sasi\vid0_frame00230_aug_vid0_frame00230_rain_0119.jpg,enrollment,vid0_frame00230,,false,No face detected.
Sasi,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Sasi\aug_vid0_frame00198_fog_0073.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\validation\Sasi\vid0_frame00198_aug_vid0_frame00198_fog_0073.jpg,validation,vid0_frame00198,,false,No face detected.
Sasi,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Sasi\aug_vid0_frame00078_photometric_0163.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\validation\Sasi\vid0_frame00078_aug_vid0_frame00078_photometric_0163.jpg,validation,vid0_frame00078,,false,No face detected.
Sasi,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Sasi\aug_vid0_frame00120_photometric_0395.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\validation\Sasi\vid0_frame00120_aug_vid0_frame00120_photometric_0395.jpg,validation,vid0_frame00120,,false,No face detected.
Sasi,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Sasi\aug_vid0_frame00322_fog_0172.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\validation\Sasi\vid0_frame00322_aug_vid0_frame00322_fog_0172.jpg,validation,vid0_frame00322,,false,No face detected.
Sasi,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Sasi\aug_vid0_frame00322_photometric_0170.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\validation\Sasi\vid0_frame00322_aug_vid0_frame00322_photometric_0170.jpg,validation,vid0_frame00322,,false,No face detected.
Sasi,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Sasi\aug_vid0_frame00114_fog_0409.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\validation\Sasi\vid0_frame00114_aug_vid0_frame00114_fog_0409.jpg,validation,vid0_frame00114,,false,No face detected.
Sasi,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Sasi\aug_vid0_frame00270_combined_0398.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\validation\Sasi\vid0_frame00270_aug_vid0_frame00270_combined_0398.jpg,validation,vid0_frame00270,,false,No face detected.
Sasi,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Sasi\raw_vid0_frame00270.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\validation\Sasi\vid0_frame00270_raw_vid0_frame00270.jpg,validation,vid0_frame00270,,false,No face detected.
Sasi,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Sasi\aug_vid0_frame00148_fog_0009.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\validation\Sasi\vid0_frame00148_aug_vid0_frame00148_fog_0009.jpg,validation,vid0_frame00148,,false,No face detected.
Sasi,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Sasi\aug_vid0_frame00080_photometric_0437.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\validation\Sasi\vid0_frame00080_aug_vid0_frame00080_photometric_0437.jpg,validation,vid0_frame00080,,false,No face detected.
Sasi,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Sasi\aug_vid0_frame00266_fog_0131.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\validation\Sasi\vid0_frame00266_aug_vid0_frame00266_fog_0131.jpg,validation,vid0_frame00266,,false,No face detected.
Sasi,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Sasi\aug_vid0_frame00266_geometric_0058.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\validation\Sasi\vid0_frame00266_aug_vid0_frame00266_geometric_0058.jpg,validation,vid0_frame00266,,false,No face detected.
Sasi,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Sasi\aug_vid0_frame00266_photometric_0280.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\validation\Sasi\vid0_frame00266_aug_vid0_frame00266_photometric_0280.jpg,validation,vid0_frame00266,,false,No face detected.
Sasi,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Sasi\raw_vid0_frame00266.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\validation\Sasi\vid0_frame00266_raw_vid0_frame00266.jpg,validation,vid0_frame00266,,false,No face detected.
Sasi,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Sasi\aug_vid0_frame00304_snow_0418.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\validation\Sasi\vid0_frame00304_aug_vid0_frame00304_snow_0418.jpg,validation,vid0_frame00304,,false,No face detected.
Sasi,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Sasi\aug_vid0_frame00058_rain_0195.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\validation\Sasi\vid0_frame00058_aug_vid0_frame00058_rain_0195.jpg,validation,vid0_frame00058,,false,No face detected.
Sasi,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Sasi\aug_vid0_frame00320_geometric_0003.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\validation\Sasi\vid0_frame00320_aug_vid0_frame00320_geometric_0003.jpg,validation,vid0_frame00320,,false,No face detected.
Sasi,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Sasi\aug_vid0_frame00236_rain_0024.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\test\Sasi\vid0_frame00236_aug_vid0_frame00236_rain_0024.jpg,test,vid0_frame00236,,false,No face detected.
Sasi,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Sasi\aug_vid0_frame00236_snow_0314.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\test\Sasi\vid0_frame00236_aug_vid0_frame00236_snow_0314.jpg,test,vid0_frame00236,,false,No face detected.
Sasi,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Sasi\raw_vid0_frame00236.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\test\Sasi\vid0_frame00236_raw_vid0_frame00236.jpg,test,vid0_frame00236,,false,No face detected.
Sasi,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Sasi\aug_vid0_frame00076_fog_0035.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\test\Sasi\vid0_frame00076_aug_vid0_frame00076_fog_0035.jpg,test,vid0_frame00076,,false,No face detected.
Sasi,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Sasi\aug_vid0_frame00076_photometric_0014.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\test\Sasi\vid0_frame00076_aug_vid0_frame00076_photometric_0014.jpg,test,vid0_frame00076,,false,No face detected.
Sasi,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Sasi\aug_vid0_frame00122_photometric_0391.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\test\Sasi\vid0_frame00122_aug_vid0_frame00122_photometric_0391.jpg,test,vid0_frame00122,,false,No face detected.
Sasi,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Sasi\raw_vid0_frame00234.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\test\Sasi\vid0_frame00234_raw_vid0_frame00234.jpg,test,vid0_frame00234,,false,No face detected.
Sasi,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Sasi\aug_vid0_frame00312_photometric_0107.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\test\Sasi\vid0_frame00312_aug_vid0_frame00312_photometric_0107.jpg,test,vid0_frame00312,,false,No face detected.
Sasi,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Sasi\aug_vid0_frame00312_snow_0042.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\test\Sasi\vid0_frame00312_aug_vid0_frame00312_snow_0042.jpg,test,vid0_frame00312,,false,No face detected.
Sasi,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Sasi\aug_vid0_frame00312_snow_0285.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\test\Sasi\vid0_frame00312_aug_vid0_frame00312_snow_0285.jpg,test,vid0_frame00312,,false,No face detected.
Sasi,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Sasi\aug_vid0_frame00090_fog_0207.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\test\Sasi\vid0_frame00090_aug_vid0_frame00090_fog_0207.jpg,test,vid0_frame00090,,false,No face detected.
Sasi,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Sasi\aug_vid0_frame00090_snow_0292.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\test\Sasi\vid0_frame00090_aug_vid0_frame00090_snow_0292.jpg,test,vid0_frame00090,,false,No face detected.
Sasi,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Sasi\aug_vid0_frame00136_photometric_0278.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\test\Sasi\vid0_frame00136_aug_vid0_frame00136_photometric_0278.jpg,test,vid0_frame00136,,false,No face detected.
Sasi,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Sasi\aug_vid0_frame00050_rain_0385.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\test\Sasi\vid0_frame00050_aug_vid0_frame00050_rain_0385.jpg,test,vid0_frame00050,,false,No face detected.
Sasi,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Sasi\aug_vid0_frame00164_fog_0022.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\test\Sasi\vid0_frame00164_aug_vid0_frame00164_fog_0022.jpg,test,vid0_frame00164,,false,No face detected.
Sasi,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Sasi\aug_vid0_frame00232_geometric_0046.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\test\Sasi\vid0_frame00232_aug_vid0_frame00232_geometric_0046.jpg,test,vid0_frame00232,,false,No face detected.
Sasi,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Sasi\aug_vid0_frame00232_geometric_0199.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\test\Sasi\vid0_frame00232_aug_vid0_frame00232_geometric_0199.jpg,test,vid0_frame00232,,false,No face detected.
Sasi,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Sasi\aug_vid0_frame00232_rain_0018.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\test\Sasi\vid0_frame00232_aug_vid0_frame00232_rain_0018.jpg,test,vid0_frame00232,,false,No face detected.
Sasi,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Sasi\raw_vid0_frame00232.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\test\Sasi\vid0_frame00232_raw_vid0_frame00232.jpg,test,vid0_frame00232,,false,No face detected.
Sasi,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Sasi\aug_vid0_frame00268_combined_0020.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\test\Sasi\vid0_frame00268_aug_vid0_frame00268_combined_0020.jpg,test,vid0_frame00268,,false,No face detected.
Sasi,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Sasi\aug_vid0_frame00268_combined_0274.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\test\Sasi\vid0_frame00268_aug_vid0_frame00268_combined_0274.jpg,test,vid0_frame00268,,false,No face detected.
Sasi,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Sasi\aug_vid0_frame00268_combined_0343.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\test\Sasi\vid0_frame00268_aug_vid0_frame00268_combined_0343.jpg,test,vid0_frame00268,,false,No face detected.
Sasi,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Sasi\aug_vid0_frame00268_geometric_0083.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\test\Sasi\vid0_frame00268_aug_vid0_frame00268_geometric_0083.jpg,test,vid0_frame00268,,false,No face detected.
Sasi,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Sasi\aug_vid0_frame00268_geometric_0288.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\test\Sasi\vid0_frame00268_aug_vid0_frame00268_geometric_0288.jpg,test,vid0_frame00268,,false,No face detected.
Sasi,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Sasi\aug_vid0_frame00268_photometric_0275.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\test\Sasi\vid0_frame00268_aug_vid0_frame00268_photometric_0275.jpg,test,vid0_frame00268,,false,No face detected.
Sasi,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Sasi\aug_vid0_frame00268_photometric_0276.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\test\Sasi\vid0_frame00268_aug_vid0_frame00268_photometric_0276.jpg,test,vid0_frame00268,,false,No face detected.
Sasi,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Sasi\raw_vid0_frame00268.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\test\Sasi\vid0_frame00268_raw_vid0_frame00268.jpg,test,vid0_frame00268,,false,No face detected.
Sasi,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Sasi\aug_vid0_frame00272_geometric_0329.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\test\Sasi\vid0_frame00272_aug_vid0_frame00272_geometric_0329.jpg,test,vid0_frame00272,,false,No face detected.
Sasi,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Sasi\aug_vid0_frame00272_occlusion_0312.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\test\Sasi\vid0_frame00272_aug_vid0_frame00272_occlusion_0312.jpg,test,vid0_frame00272,,false,No face detected.
