identity,path,split,group_id
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00270_combined_0064.jpg,test,vid0_frame00270
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00270_rain_0190.jpg,test,vid0_frame00270
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00270_rain_0212.jpg,test,vid0_frame00270
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00270_rain_0377.jpg,test,vid0_frame00270
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\raw_vid0_frame00270.jpg,test,vid0_frame00270
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\raw_vid0_frame00665.jpg,test,vid0_frame00665
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00690_photometric_0166.jpg,test,vid0_frame00690
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\raw_vid0_frame00690.jpg,test,vid0_frame00690
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00315_fog_0426.jpg,test,vid0_frame00315
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00315_geometric_0270.jpg,test,vid0_frame00315
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00315_geometric_0420.jpg,test,vid0_frame00315
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\raw_vid0_frame00315.jpg,test,vid0_frame00315
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00295_combined_0325.jpg,test,vid0_frame00295
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00295_geometric_0047.jpg,test,vid0_frame00295
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00295_geometric_0317.jpg,test,vid0_frame00295
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00295_occlusion_0324.jpg,test,vid0_frame00295
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00295_photometric_0154.jpg,test,vid0_frame00295
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\raw_vid0_frame00295.jpg,test,vid0_frame00295
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00125_combined_0244.jpg,test,vid0_frame00125
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00125_combined_0254.jpg,test,vid0_frame00125
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00125_rain_0053.jpg,test,vid0_frame00125
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00125_rain_0080.jpg,test,vid0_frame00125
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00125_rain_0338.jpg,test,vid0_frame00125
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00125_snow_0057.jpg,test,vid0_frame00125
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00125_snow_0412.jpg,test,vid0_frame00125
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\raw_vid0_frame00125.jpg,test,vid0_frame00125
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00040_geometric_0127.jpg,test,vid0_frame00040
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00040_geometric_0349.jpg,test,vid0_frame00040
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00040_photometric_0176.jpg,test,vid0_frame00040
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\raw_vid0_frame00040.jpg,test,vid0_frame00040
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00045_snow_0230.jpg,test,vid0_frame00045
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\raw_vid0_frame00045.jpg,test,vid0_frame00045
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00565_combined_0020.jpg,test,vid0_frame00565
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00565_combined_0315.jpg,test,vid0_frame00565
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00565_geometric_0159.jpg,test,vid0_frame00565
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\raw_vid0_frame00565.jpg,test,vid0_frame00565
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00120_geometric_0209.jpg,test,vid0_frame00120
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00120_occlusion_0272.jpg,test,vid0_frame00120
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00120_photometric_0257.jpg,test,vid0_frame00120
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00120_snow_0134.jpg,test,vid0_frame00120
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\raw_vid0_frame00120.jpg,test,vid0_frame00120
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00740_photometric_0042.jpg,test,vid0_frame00740
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\raw_vid0_frame00740.jpg,test,vid0_frame00740
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00140_geometric_0000.jpg,test,vid0_frame00140
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00140_geometric_0431.jpg,test,vid0_frame00140
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00140_snow_0017.jpg,test,vid0_frame00140
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\raw_vid0_frame00140.jpg,test,vid0_frame00140
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00185_photometric_0427.jpg,test,vid0_frame00185
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00185_rain_0207.jpg,test,vid0_frame00185
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00185_rain_0321.jpg,test,vid0_frame00185
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\raw_vid0_frame00185.jpg,test,vid0_frame00185
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00305_combined_0037.jpg,test,vid0_frame00305
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00305_photometric_0182.jpg,test,vid0_frame00305
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00305_photometric_0281.jpg,test,vid0_frame00305
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00305_photometric_0371.jpg,test,vid0_frame00305
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\raw_vid0_frame00305.jpg,test,vid0_frame00305
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00330_combined_0186.jpg,test,vid0_frame00330
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00330_geometric_0394.jpg,test,vid0_frame00330
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\raw_vid0_frame00330.jpg,test,vid0_frame00330
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00370_combined_0362.jpg,test,vid0_frame00370
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\raw_vid0_frame00370.jpg,test,vid0_frame00370
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00035_photometric_0079.jpg,test,vid0_frame00035
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00035_rain_0336.jpg,test,vid0_frame00035
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\raw_vid0_frame00035.jpg,test,vid0_frame00035
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00150_fog_0199.jpg,test,vid0_frame00150
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00150_geometric_0066.jpg,test,vid0_frame00150
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00150_geometric_0352.jpg,test,vid0_frame00150
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\raw_vid0_frame00150.jpg,test,vid0_frame00150
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00366_occlusion_0331.jpg,enrollment,vid0_frame00366
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00366_photometric_0005.jpg,enrollment,vid0_frame00366
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\raw_vid0_frame00366.jpg,enrollment,vid0_frame00366
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00225_combined_0149.jpg,enrollment,vid0_frame00225
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00225_photometric_0206.jpg,enrollment,vid0_frame00225
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00225_photometric_0345.jpg,enrollment,vid0_frame00225
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\raw_vid0_frame00225.jpg,enrollment,vid0_frame00225
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00159_geometric_0064.jpg,enrollment,vid0_frame00159
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00159_occlusion_0198.jpg,enrollment,vid0_frame00159
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00159_photometric_0357.jpg,enrollment,vid0_frame00159
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00159_photometric_0403.jpg,enrollment,vid0_frame00159
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\raw_vid0_frame00159.jpg,enrollment,vid0_frame00159
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00438_geometric_0136.jpg,enrollment,vid0_frame00438
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00438_photometric_0447.jpg,enrollment,vid0_frame00438
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\raw_vid0_frame00438.jpg,enrollment,vid0_frame00438
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00108_geometric_0031.jpg,enrollment,vid0_frame00108
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\raw_vid0_frame00108.jpg,enrollment,vid0_frame00108
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00219_combined_0126.jpg,enrollment,vid0_frame00219
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00219_geometric_0354.jpg,enrollment,vid0_frame00219
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00219_photometric_0211.jpg,enrollment,vid0_frame00219
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00219_photometric_0226.jpg,enrollment,vid0_frame00219
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\raw_vid0_frame00219.jpg,enrollment,vid0_frame00219
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00111_combined_0381.jpg,enrollment,vid0_frame00111
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00111_occlusion_0412.jpg,enrollment,vid0_frame00111
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\raw_vid0_frame00111.jpg,enrollment,vid0_frame00111
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00381_combined_0213.jpg,enrollment,vid0_frame00381
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00381_photometric_0077.jpg,enrollment,vid0_frame00381
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\raw_vid0_frame00381.jpg,enrollment,vid0_frame00381
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00096_combined_0006.jpg,enrollment,vid0_frame00096
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00096_geometric_0157.jpg,enrollment,vid0_frame00096
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00096_geometric_0420.jpg,enrollment,vid0_frame00096
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00096_occlusion_0019.jpg,enrollment,vid0_frame00096
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00096_photometric_0265.jpg,enrollment,vid0_frame00096
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00096_photometric_0302.jpg,enrollment,vid0_frame00096
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\raw_vid0_frame00096.jpg,enrollment,vid0_frame00096
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00054_photometric_0085.jpg,enrollment,vid0_frame00054
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00054_photometric_0134.jpg,enrollment,vid0_frame00054
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00054_photometric_0374.jpg,enrollment,vid0_frame00054
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00054_photometric_0405.jpg,enrollment,vid0_frame00054
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\raw_vid0_frame00054.jpg,enrollment,vid0_frame00054
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00057_occlusion_0041.jpg,enrollment,vid0_frame00057
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00057_photometric_0080.jpg,enrollment,vid0_frame00057
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00057_photometric_0308.jpg,enrollment,vid0_frame00057
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\raw_vid0_frame00057.jpg,enrollment,vid0_frame00057
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00120_combined_0427.jpg,enrollment,vid0_frame00120
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00120_geometric_0023.jpg,enrollment,vid0_frame00120
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00120_geometric_0292.jpg,enrollment,vid0_frame00120
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00120_occlusion_0416.jpg,enrollment,vid0_frame00120
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00120_photometric_0428.jpg,enrollment,vid0_frame00120
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\raw_vid0_frame00120.jpg,enrollment,vid0_frame00120
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00069_geometric_0000.jpg,enrollment,vid0_frame00069
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00069_occlusion_0021.jpg,enrollment,vid0_frame00069
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00069_photometric_0267.jpg,enrollment,vid0_frame00069
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\raw_vid0_frame00069.jpg,enrollment,vid0_frame00069
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00195_geometric_0311.jpg,enrollment,vid0_frame00195
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\raw_vid0_frame00195.jpg,enrollment,vid0_frame00195
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\raw_vid0_frame00312.jpg,enrollment,vid0_frame00312
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00039_combined_0286.jpg,enrollment,vid0_frame00039
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00039_photometric_0177.jpg,enrollment,vid0_frame00039
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00039_photometric_0182.jpg,enrollment,vid0_frame00039
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00039_rain_0146.jpg,enrollment,vid0_frame00039
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\raw_vid0_frame00039.jpg,enrollment,vid0_frame00039
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00015_geometric_0442.jpg,enrollment,vid0_frame00015
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00015_photometric_0370.jpg,enrollment,vid0_frame00015
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\raw_vid0_frame00015.jpg,enrollment,vid0_frame00015
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00336_combined_0418.jpg,enrollment,vid0_frame00336
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00336_photometric_0346.jpg,enrollment,vid0_frame00336
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\raw_vid0_frame00336.jpg,enrollment,vid0_frame00336
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00363_combined_0055.jpg,enrollment,vid0_frame00363
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00363_fog_0222.jpg,enrollment,vid0_frame00363
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00363_geometric_0107.jpg,enrollment,vid0_frame00363
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00363_occlusion_0337.jpg,enrollment,vid0_frame00363
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00363_photometric_0294.jpg,enrollment,vid0_frame00363
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00363_photometric_0366.jpg,enrollment,vid0_frame00363
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00363_rain_0373.jpg,enrollment,vid0_frame00363
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\raw_vid0_frame00363.jpg,enrollment,vid0_frame00363
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00405_combined_0196.jpg,enrollment,vid0_frame00405
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00405_geometric_0272.jpg,enrollment,vid0_frame00405
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00405_geometric_0445.jpg,enrollment,vid0_frame00405
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00405_snow_0320.jpg,enrollment,vid0_frame00405
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\raw_vid0_frame00405.jpg,enrollment,vid0_frame00405
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00072_combined_0119.jpg,enrollment,vid0_frame00072
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00072_geometric_0052.jpg,enrollment,vid0_frame00072
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00072_geometric_0380.jpg,enrollment,vid0_frame00072
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00072_photometric_0216.jpg,enrollment,vid0_frame00072
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00072_rain_0274.jpg,enrollment,vid0_frame00072
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\raw_vid0_frame00072.jpg,enrollment,vid0_frame00072
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00060_combined_0083.jpg,enrollment,vid0_frame00060
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\raw_vid0_frame00060.jpg,enrollment,vid0_frame00060
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00003_fog_0111.jpg,enrollment,vid0_frame00003
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00003_geometric_0128.jpg,enrollment,vid0_frame00003
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00003_rain_0291.jpg,enrollment,vid0_frame00003
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00003_snow_0258.jpg,enrollment,vid0_frame00003
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\raw_vid0_frame00003.jpg,enrollment,vid0_frame00003
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00318_combined_0125.jpg,enrollment,vid0_frame00318
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00318_combined_0257.jpg,enrollment,vid0_frame00318
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00318_combined_0430.jpg,enrollment,vid0_frame00318
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00318_fog_0131.jpg,enrollment,vid0_frame00318
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00318_fog_0388.jpg,enrollment,vid0_frame00318
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00318_snow_0015.jpg,enrollment,vid0_frame00318
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\raw_vid0_frame00318.jpg,enrollment,vid0_frame00318
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00192_fog_0191.jpg,enrollment,vid0_frame00192
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00192_photometric_0088.jpg,enrollment,vid0_frame00192
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00192_photometric_0340.jpg,enrollment,vid0_frame00192
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\raw_vid0_frame00192.jpg,enrollment,vid0_frame00192
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00165_geometric_0263.jpg,enrollment,vid0_frame00165
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00165_geometric_0393.jpg,enrollment,vid0_frame00165
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\raw_vid0_frame00165.jpg,enrollment,vid0_frame00165
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00396_fog_0429.jpg,enrollment,vid0_frame00396
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00396_geometric_0287.jpg,enrollment,vid0_frame00396
Frentzen,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Frentzen\aug_vid0_frame00396_occlusion_0260.jpg,enrollment,vid0_frame00396
